250000,1,
13537704,2,
3900000,1,
2600000,1,
1050000,2,
770000,1,
20000,2,
300000,1,
48000000,1,
400000,1,
150450,1,
13460000,2,
11476668,4,
2606,1,
40000000,5,
20215000,4,
40000000,3,
18414560,2,
1226270,1,
16000000,1,
10200000,2,
9700000,3,
500000,1,
26600000,2,
2800000,1,
65400000,3,
13264328,4,
1000000,1,
2288900,4,
355000,3,
5444964,9,
1936780,2,
27400000,4,
9000000,2,
4561,1,
2000000,1,
1200,1,
10500000,3,
10041500,3,
12514533,1,
20000000,1,
1450000,3,
13000000,1,
2450000,2,
260000,1,
107012,1,
15000000,2,
68138720,6,
6000000,1,
5200000,2,
23611940,1,
25827288,3,
4800000,3,
10000000,1,
2950000,2,
5000000,1,
1000000,1,
16100000,3,
11370000,1,
6700000,1,
1962939,4,
500000,1,
1100000,3,
61600000,5,
3000000,2,
8000000,1,
133427813,6,
240000,1,
22000000,2,
17600000,4,
66635,1,
12750000,3,
10354400,1,
3100000,1,
6100000,1,
100000,1,
5929415,2,
4440000,2,
1456000,1,
1651520,1,
2800000,2,
38250000,5,
7500000,1,
15000000,1,
20000000,1,
9000000,2,
25000000,1,
18129440,9,
2790000,2,
42000000,1,
500000,1,
2500000,1,
18800000,2,
45000000,1,
1500000,2,
25500000,2,
500000,2,
10240,1,
100000,1,
250000,1,
4839403,1,
28000000,3,
1800000,2,
30000000,2,
10050000,2,
300000,1,
14500000,2,
15900000,2,
11450000,2,
18300000,4,
114999993,6,
13400000,1,
4500000,3,
650000,1,
165000000,2,
170000000,1,
10000,1,
22414975,5,
1271300,1,
6400000,1,
6230000,1,
32800000,4,
483333,1,
9800000,2,
6524376,1,
500000,1,
6000000,1,
6807000,2,
6000000,1,
3726283,2,
148000000,2,
60000000,1,
500000,1,
25000000,1,
22000000,1,
20000000,1,
18400000,1,
14400000,1,
3700000,1,
3000000,2,
1400000,1,
20300000,1,
1561320,1,
12800000,1,
12000000,1,
10500000,1,
41100000,1,
9783520,2,
38000000,2,
52625100,4,
5685000,2,
12921240,2,
5000000,1,
5550000,2,
475000,1,
1400000,2,
1100000,1,
19540002,4,
1000000,1,
465240,1,
2800000,1,
14800000,3,
250000,1,
53501979,4,
40000000,2,
8547423,3,
4715000,3,
4700000,1,
7653503,5,
4500000,1,
4250000,1,
4200000,1,
46916000,1,
3040000,1,
2850000,1,
220230000,9,
22420000,1,
120000,1,
1500000,1,
2400000,1,
40000000,1,
130000,5,
101475,4,
185000,5,
29906548,8,
2590000,1,
3000000,2,
2490000,1,
2440000,1,
2400000,1,
2390000,1,
4564800,1,
2240000,1,
22630691,3,
20000000,1,
2100002,2,
3700000,2,
1940000,1,
4094700,2,
30000000,1,
79328131,3,
21000000,2,
10748830,2,
4777000,3,
52500000,1,
1500000,2,
1840000,1,
33845400,2,
1210000,1,
9901574,4,
64376867,4,
29307140,3,
4744950,1,
5000000,1,
5000000,1,
4600000,3,
350000,1,
5750000,1,
17300000,1,
2500000,1,
5500000,1,
5980000,1,
6000000,2,
6000000,1,
1304600,1,
1000000,1,
1000000,1,
700000,1,
2282474,1,
1000000,1,
6084330,1,
6600000,1,
6790000,1,
7000000,2,
7790000,1,
148680,1,
8000000,1,
130000,1,
276108581,3,
225000,1,
240000,2,
103000000,3,
10000000,1,
9620000,1,
9500000,1,
9300000,1,
9100000,1,
4000000,1,
6600000,1,
53000000,4,
2000000,1,
12500000,3,
50332109,5,
2500000,1,
150000,1,
3895247,2,
40000000,1,
6700000,1,
8000000,1,
75000000,1,
3648000,3,
720000,1,
13185000,1,
700000,1,
12000000,1,
3262631,2,
300000,1,
180000,1,
2000000,1,
86000000,3,
21268609,7,
64900000,3,
60625730,2,
100000,1,
16360000,3,
4000000,1,
28500000,4,
75000,1,
100000,1,
1150000,2,
5000000,1,
12200000,3,
14000000,1,
55699305,3,
130000,1,
2000000,1,
8590000,1,
7500000,1,
7500000,1,
3560000,1,
127400000,6,
6100000,1,
2100000,2,
5100000,1,
5000000,1,
2150000,1,
13900000,2,
3000000,1,
46000000,1,
400000,1,
3200000,1,
17100000,2,
15640000,3,
116583800,7,
500000,1,
865995,1,
1706259,1,
500000,1,
8750001,2,
7200000,1,
100000,1,
5300000,1,
780000,1,
730000,2,
24000000,4,
15000001,4,
200000,1,
6000000,2,
6000000,1,
3000000,1,
12500000,1,
300000,1,
42352200,1,
3800000,1,
32000000,2,
30000000,1,
6000000,2,
3880803,1,
2700000,1,
2000000,1,
1049997,1,
612000,1,
18705000,2,
5000000,1,
5000000,1,
27850000,6,
38000000,4,
4000000,1,
3500000,1,
3300000,1,
8040000,3,
3000000,1,
3000000,1,
1600000,1,
3000000,1,
2650000,1,
2460000,1,
2000000,1,
1043375,2,
2500000,2,
75000,1,
19130000,8,
203116726,4,
75000000,1,
6000000,2,
30000000,1,
60000000,3,
3000000,1,
1077803,1,
2085000,2,
15000000,2,
750000,1,
20000,1,
2000000,1,
2000000,1,
4000000,2,
1960000,1,
1890000,1,
1500000,1,
1500000,1,
1200000,2,
822000,1,
219378750,9,
500000,1,
920000,2,
267500,1,
60000,1,
15000,1,
3840300,1,
46000000,2,
84389217,5,
300000,1,
10180000,1,
2500000,1,
8800000,1,
15508778,5,
9150000,1,
9700000,1,
10000000,1,
10500000,1,
5500000,1,
11000000,1,
